instance,VariablesVari.,BinariesBina.,IntegersInte.,ContinuousCont.,ConstraintsCons.,Nonz.Nonz.,param_id,runtime,gap,status,objval
bab2,147912,147912,0,0,17245,2027726,20,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,21,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,22,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,23,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,24,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,25,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,26,3600.0,1.0,9,
bab2,147912,147912,0,0,17245,2027726,27,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,0,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,1,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,2,90.01600003242493,0.0047897768673793,9,-282886.7450999997
bab6,114240,114240,0,0,29904,1283181,3,90.01999998092651,0.0130011514615216,9,-280552.6763999998
bab6,114240,114240,0,0,29904,1283181,4,74.60600018501282,0.0045315757879236,2,-282960.1382999998
bab6,114240,114240,0,0,29904,1283181,5,65.11199998855591,0.0112266992555826,2,-281057.0612999997
bab6,114240,114240,0,0,29904,1283181,6,78.23899984359741,0.016440186412039,2,-279575.1367999998
bab6,114240,114240,0,0,29904,1283181,7,60.64500021934509,0.0128885108307561,2,-280584.69429999986
bab6,114240,114240,0,0,29904,1283181,8,83.6159999370575,0.0260199663575261,2,-276852.10129999975
bab6,114240,114240,0,0,29904,1283181,9,86.9850001335144,0.0118220679570277,2,-280887.8287999998
bab6,114240,114240,0,0,29904,1283181,10,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,11,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,12,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,13,85.5239999294281,0.0231821017276793,2,-277658.7592999998
bab6,114240,114240,0,0,29904,1283181,14,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,15,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,16,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,17,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,18,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,19,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,20,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,21,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,22,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,23,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,24,89.67999982833862,0.0049398105189343,2,-282844.0982999997
bab6,114240,114240,0,0,29904,1283181,25,3600.0,1.0,9,
bab6,114240,114240,0,0,29904,1283181,26,3600.0,1.0,9,
